Gender,Age_2,Marital,Parental,Education,Religion,Occupation,CoupleStatus,Income,CouplePeriod,NumCouple,NumCouple_2,Empathy_01,Respect_02,Distancing_03,Growth_04,Patience_05,Growth_06,Respect_07,Distancing_08,Growth_09,Empathy_10,Empathy_11,Patience_12,Growth_13,Patience_14,Respect_15,Distancing_16,Empathy_17,Respect_18,Patience_19,Growth_20,Respect_21,Patience_22,Extraversion_01,Extraversion_02,Extraversion_03,Extraversion_04,Neuroticism_05,Neuroticism_06,Neuroticism_07,Neuroticism_08,Openness_09,Openness_10,Openness_11,Openness_12,Agreeableness_13,Agreeableness_14,Agreeableness_15,Agreeableness_16,Conscientiousness_17,Conscientiousness_18,Conscientiousness_19,Conscientiousness_20,Avoidance_01,Dominance_02,Compromise_03,Accomodation_04,Collaboration_05,Avoidance_06,Dominance_07,Compromise_08,Accomodation_09,Collaboration_10,Avoidance_11,Dominance_12,Compromise_13,Accomodation_14,Collaboration_15,Avoidance_16,Dominance_17,Compromise_18,Accomodation_19,Collaboration_20,Avoidance_21,Dominance_22,Compromise_23,Accomodation_24,Collaboration_25,satisfaction_01,satisfaction_02,satisfaction_03,satisfaction_04,satisfaction_05,satisfaction_06,satisfaction_07,satisfaction_08,satisfaction_09,ADCRS,TD,PD,RD,GD,DD,Extraversion,Neuroticism,Openness,Agreeableness,Conscientiousness,Compromising,Integrating,Obliging,Avoiding,Dominating,PositiveStrategy,NegativeStrategy,CoupleSatisfaction
1,2,2,2,5,1,2,1,3,8,5,17,4,4,4,4,4,3,5,3,4,4,3,5,3,4,5,3,4,4,4,3,5,5,3,2,3,3,3,4,4,4,3,4,4,4,4,3,5,4,5,4,4,4,2,3,4,3,3,4,4,2,4,4,3,3,2,3,4,4,4,5,4,3,2,1,2,3,4,1,4,3,2,5,2,3,4,1,87,22,15,23,17,10,11,15,15,16,17,15,18,17,15,15,33,30,25
1,2,2,1,4,2,5,1,4,8,2,,6,4,5,5,4,2,5,7,5,6,6,7,5,7,6,6,6,6,6,5,7,6,4,3,2,4,2,2,1,3,2,2,2,4,4,2,5,4,4,3,4,4,5,1,4,4,4,3,2,4,4,3,4,4,3,4,4,4,2,3,4,3,4,2,1,4,2,4,5,4,5,4,4,4,5,4,122,30,24,28,22,18,13,8,10,15,15,15,16,20,20,11,31,31,39
1,2,2,1,5,2,5,1,2,5,4,,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,3,3,2,2,2,3,2,2,2,2,2,3,3,3,4,3,4,2,3,3,4,2,4,3,4,2,2,4,4,3,3,3,4,3,4,4,2,3,3,4,2,2,2,4,3,4,4,4,4,4,2,4,4,4,105,25,20,22,24,14,10,9,9,13,12,17,18,17,15,11,35,26,34
1,2,2,1,4,3,2,1,4,6,5,9,6,3,6,6,5,6,4,6,6,6,6,6,6,6,4,5,5,4,5,6,4,5,4,4,4,4,2,2,3,3,4,4,3,4,4,4,4,4,5,5,4,4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,2,3,4,4,4,4,3,4,4,4,4,2,4,2,4,4,4,4,4,116,27,23,19,30,17,16,10,15,16,18,20,20,20,16,16,40,32,32
1,2,2,2,4,3,2,1,3,4,2,,7,2,5,4,5,2,5,4,5,4,3,3,4,5,3,5,4,5,6,2,2,2,4,3,2,3,3,3,4,4,3,2,3,4,4,4,4,3,3,2,2,3,4,3,2,3,4,4,3,2,3,4,3,2,3,3,3,3,2,2,4,4,4,3,2,1,1,2,3,4,1,5,1,4,3,2,87,21,18,17,17,14,12,14,12,15,10,11,16,14,18,13,27,31,25
1,2,2,3,4,1,3,1,2,8,5,7,5,4,5,5,6,4,4,6,6,6,6,6,6,6,4,5,5,4,5,5,5,5,4,3,3,4,2,2,2,2,4,3,2,3,4,4,4,4,4,3,4,4,4,2,4,4,4,3,2,4,4,4,4,2,3,4,4,4,2,3,4,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,113,28,22,21,26,16,14,8,12,16,15,17,20,20,17,10,37,27,36
1,2,2,1,5,1,2,1,3,7,5,6,6,2,6,5,4,5,5,5,6,6,6,5,6,7,3,5,6,4,3,5,4,6,4,5,4,4,2,1,2,1,3,3,2,3,2,4,4,3,3,3,4,3,3,1,3,4,3,4,2,4,4,4,3,3,4,3,4,2,3,4,4,4,3,2,3,3,4,5,5,4,5,4,5,5,5,5,110,25,24,18,27,16,17,6,11,13,13,18,19,18,15,11,37,26,43
1,2,2,3,4,1,5,1,1,9,1,,6,2,6,7,1,7,2,6,6,6,6,2,6,1,2,6,6,3,3,6,1,1,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,4,4,4,4,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5,5,5,5,5,5,4,3,4,4,4,2,4,4,3,92,8,24,10,32,18,19,20,19,19,19,23,24,23,24,22,47,46,32
1,2,2,2,2,2,4,1,2,7,4,,6,3,6,4,7,5,6,7,7,6,6,6,7,6,4,5,6,3,4,4,4,4,3,3,3,4,3,3,4,4,3,4,3,2,5,5,5,5,5,4,5,5,4,1,5,5,5,3,1,5,4,5,5,1,5,4,5,2,3,4,4,5,5,2,3,4,2,5,4,3,5,4,5,5,5,5,116,27,24,20,27,18,13,14,12,20,19,22,22,21,19,8,44,27,41
1,2,2,4,4,1,3,1,3,9,5,5,7,3,5,6,6,5,4,5,5,6,6,6,5,6,4,4,6,3,5,5,6,6,3,2,3,3,4,1,3,3,2,2,2,2,4,1,4,3,4,3,3,3,4,1,3,3,3,2,1,3,4,3,3,3,3,3,3,2,2,1,4,3,3,1,2,4,3,4,3,4,4,4,4,4,4,4,114,29,25,20,26,14,11,11,8,12,13,12,15,18,14,8,27,22,35
1,2,2,3,5,3,2,1,2,8,3,,3,4,4,4,6,5,4,2,3,5,4,5,3,4,3,3,3,4,3,4,5,2,3,2,3,3,4,4,2,3,3,4,4,5,1,2,3,3,4,4,3,3,3,2,3,3,3,4,4,2,2,3,3,4,4,5,4,5,2,2,2,1,5,5,5,5,2,2,3,3,3,4,1,3,3,3,83,20,15,20,19,9,11,13,16,9,14,16,13,17,20,17,29,37,25
1,2,2,3,2,1,4,1,2,10,4,,7,3,4,6,7,1,7,7,6,6,7,3,3,5,5,5,5,4,3,3,4,5,5,2,3,4,4,2,2,3,3,4,2,4,4,5,4,3,5,3,5,5,3,3,4,4,4,4,2,4,3,3,3,1,3,3,2,3,2,2,2,3,2,2,3,4,3,4,4,4,4,4,5,5,5,5,106,23,25,23,19,16,14,11,13,16,18,16,15,16,15,10,31,25,40
1,2,2,2,4,3,2,1,5,8,5,5,5,3,4,4,3,4,3,4,4,5,5,4,4,5,4,4,4,3,4,4,4,5,4,4,3,4,2,2,1,3,4,4,3,3,4,3,4,3,4,3,4,4,3,3,3,4,3,4,3,3,4,3,4,3,3,4,3,4,3,3,4,3,3,4,3,3,4,3,3,2,3,4,3,3,3,4,89,21,19,17,20,12,15,8,14,14,15,15,16,19,18,16,31,34,28
1,2,2,2,4,1,2,1,2,8,4,,5,4,5,4,3,5,2,5,4,3,5,4,5,5,4,4,4,4,6,5,3,5,4,4,4,3,3,4,4,3,4,3,4,4,4,4,4,3,3,4,4,4,3,3,4,4,3,3,4,4,4,3,3,3,3,3,3,4,3,4,3,4,4,3,3,3,3,4,2,4,4,3,3,5,5,4,94,23,17,17,23,14,15,14,15,15,15,18,16,17,17,16,34,33,34
1,2,2,1,4,1,2,1,4,9,5,10,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,3,4,4,4,5,4,4,4,4,2,3,3,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,4,5,4,5,4,5,4,90,23,16,19,20,12,16,10,11,13,12,15,16,16,15,14,31,29,37
1,2,2,2,5,1,2,1,4,10,5,6,5,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,2,2,2,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,2,1,4,4,4,4,2,4,4,4,1,1,4,4,4,3,1,2,4,4,5,5,5,5,5,5,5,5,5,102,23,20,21,24,14,16,9,15,16,16,18,20,20,13,8,38,21,45
1,2,2,3,5,4,2,1,4,8,3,,6,3,5,6,3,4,5,5,6,5,5,5,5,5,6,5,6,5,5,6,4,5,2,2,2,2,4,3,2,2,2,2,2,3,4,3,3,3,4,3,4,4,4,2,5,5,4,3,2,4,4,2,3,4,5,5,4,3,2,4,4,4,5,2,2,4,3,2,2,1,2,2,1,2,3,1,110,23,22,23,27,15,8,11,9,13,15,20,17,22,18,12,37,30,16
1,2,2,2,5,3,2,1,4,8,1,,5,5,4,5,7,4,5,5,5,5,5,5,4,6,5,4,5,4,4,4,5,5,2,2,2,2,2,2,2,4,2,2,2,3,3,3,3,3,3,3,4,3,3,2,3,3,3,1,1,3,3,4,3,1,3,3,4,4,2,3,3,4,3,1,2,3,4,5,3,3,4,4,4,5,5,4,106,27,20,24,22,13,8,10,9,12,13,14,19,15,14,7,33,21,37
1,2,2,4,4,1,2,1,3,10,5,10,5,6,5,6,7,6,4,7,6,6,6,6,6,7,2,6,6,3,6,6,6,6,4,4,3,4,4,5,5,5,4,5,5,4,4,5,4,3,3,4,4,4,4,2,3,4,4,3,2,2,2,2,2,3,3,2,3,3,3,3,2,2,4,4,3,3,4,4,2,4,4,4,4,4,4,4,124,32,23,21,30,18,15,19,18,16,15,14,15,13,16,14,29,30,34
1,2,2,2,4,1,2,1,2,5,5,10,4,4,4,5,3,4,4,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,4,3,4,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,3,3,3,4,4,93,19,18,20,23,13,10,8,8,14,9,15,15,16,15,14,30,29,30
1,2,2,2,4,4,2,1,4,6,5,7,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,3,4,4,4,5,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,90,23,16,19,20,12,12,8,12,12,12,15,15,15,15,15,30,30,30
1,2,2,1,4,2,2,1,2,4,5,5,4,3,3,4,4,3,5,4,3,6,3,4,5,4,4,3,4,3,3,4,4,4,3,4,2,2,2,3,3,3,4,4,3,3,3,3,4,4,2,4,3,3,3,3,2,4,4,3,3,2,4,3,4,4,4,3,3,3,2,2,3,4,4,4,3,4,4,3,3,4,4,3,3,4,2,4,84,19,17,19,19,10,11,11,14,14,12,13,18,18,17,16,31,33,30
1,2,2,1,4,2,5,1,2,8,1,,7,7,6,6,6,4,3,4,4,5,4,4,5,4,4,3,4,4,3,4,4,5,3,4,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,2,3,4,3,3,2,3,2,3,4,3,3,3,3,3,2,3,4,3,3,3,2,3,3,3,2,3,4,3,3,4,3,3,100,22,20,22,23,13,13,13,13,12,12,14,15,16,17,12,29,29,28
1,2,2,1,4,1,2,1,4,7,2,,7,3,4,6,4,4,4,4,4,7,7,4,6,6,6,5,6,3,3,4,2,4,2,2,2,2,2,4,2,4,2,4,4,3,3,1,5,3,5,4,4,4,5,2,4,4,4,1,1,3,4,4,4,5,1,3,4,2,5,3,3,4,4,3,2,4,4,4,4,3,3,3,3,3,5,3,103,21,27,18,24,13,8,12,13,12,17,13,20,18,16,16,33,32,31
1,3,2,3,4,4,2,1,4,9,2,,6,3,5,6,6,4,4,5,5,5,5,3,5,3,3,5,5,3,3,5,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,4,3,4,3,4,3,3,3,95,18,21,16,25,15,12,8,12,12,12,15,15,15,14,11,30,25,30
1,3,2,1,4,4,4,1,4,5,5,5,5,4,5,6,7,5,6,4,5,6,6,6,6,7,5,5,4,5,6,6,5,7,4,4,4,5,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,3,4,3,3,1,4,4,5,4,3,4,4,5,2,2,4,5,5,2,1,1,4,4,5,5,3,5,5,5,5,5,5,121,33,21,25,28,14,17,11,14,16,16,16,22,21,13,9,38,22,43
1,3,2,2,4,1,2,1,5,10,2,,5,3,4,4,3,3,4,5,5,3,3,4,6,5,4,5,4,4,3,3,4,4,4,4,4,4,3,3,4,4,3,3,4,4,3,4,4,4,5,4,5,4,4,2,3,3,4,4,1,5,4,5,5,4,4,5,4,4,1,4,4,4,5,1,3,4,4,4,3,4,4,4,4,4,4,4,88,19,15,19,21,14,16,14,14,15,18,19,21,20,22,9,40,31,35
1,3,2,2,4,1,2,1,4,9,2,,6,4,4,3,3,4,3,5,5,4,4,3,6,3,4,4,5,3,3,4,5,4,5,3,2,4,3,2,2,2,3,3,3,3,3,4,4,4,3,3,3,4,3,3,3,4,2,2,3,3,3,4,3,3,4,4,3,2,3,3,4,4,3,3,3,3,3,4,3,3,4,3,3,4,3,4,89,16,19,19,22,13,14,9,12,15,13,16,16,18,13,15,32,28,31
1,3,2,2,4,3,5,1,5,10,5,6,5,4,4,5,4,3,4,4,4,5,5,3,5,4,4,3,3,4,3,5,5,5,3,4,4,2,2,3,3,3,3,3,2,2,3,4,4,3,4,3,4,3,3,3,4,4,4,4,3,3,3,4,2,4,3,2,3,2,2,2,3,3,3,4,3,3,3,4,4,3,4,3,4,4,5,4,91,19,18,21,22,11,13,11,10,14,14,15,17,15,14,16,32,30,35
1,3,2,2,4,3,2,1,3,6,5,7,6,5,4,5,3,5,4,5,6,5,5,2,5,4,4,5,5,2,2,5,4,4,4,4,4,5,5,4,3,2,4,5,2,2,3,5,5,4,3,3,2,2,4,2,3,3,4,4,3,3,4,4,3,3,4,3,3,3,3,4,4,4,4,2,3,3,3,1,5,2,1,2,1,1,1,1,95,15,21,19,26,14,17,14,13,17,10,17,18,17,18,13,35,31,15
1,3,2,3,5,2,2,1,4,9,5,5,5,4,5,5,2,4,3,5,6,5,5,4,5,4,3,5,5,4,4,4,4,4,3,4,3,3,3,3,2,3,3,4,3,5,3,3,4,3,3,3,3,3,3,2,3,3,4,3,1,4,3,3,4,3,3,3,3,3,2,3,3,3,4,1,3,4,3,3,3,2,3,3,4,3,4,2,95,18,20,18,24,15,13,11,15,13,12,16,16,16,17,9,32,26,27
1,3,2,2,4,4,2,1,3,9,5,6,7,6,6,4,2,6,5,6,6,6,7,3,6,3,6,6,7,6,2,5,6,3,3,4,1,4,3,4,2,4,4,4,5,5,4,4,4,5,5,2,5,5,5,2,4,5,4,3,1,3,5,4,4,2,2,5,3,5,1,2,5,3,2,1,2,5,3,4,5,4,3,4,5,5,5,5,114,13,27,29,27,18,12,13,18,17,17,13,17,25,19,7,30,26,40
1,3,2,3,4,4,2,1,5,9,2,,7,4,5,5,4,3,4,4,5,5,5,4,4,5,4,4,5,4,4,5,4,5,2,2,2,3,4,3,3,4,2,1,2,4,4,3,3,3,4,3,4,4,4,3,3,4,4,3,2,4,3,3,4,3,3,4,3,2,2,3,3,3,3,1,2,4,2,4,4,4,4,4,5,4,5,4,99,22,22,20,22,13,9,14,9,13,15,15,15,18,16,11,30,27,38
1,3,2,3,5,3,2,1,5,9,5,10,6,3,3,5,6,5,4,6,6,5,5,6,5,6,4,5,5,3,6,6,3,5,5,5,5,5,1,1,4,4,3,3,3,2,2,2,5,4,5,5,5,5,2,4,4,4,4,2,4,4,4,4,4,4,4,3,4,2,4,4,3,4,2,4,4,4,4,2,3,4,4,3,3,3,4,3,108,29,21,17,27,14,20,10,11,13,20,20,20,18,12,20,40,32,29
1,3,2,3,4,3,2,1,3,10,1,,6,4,6,7,7,5,6,6,6,7,7,7,7,7,6,6,7,3,7,7,6,7,3,4,3,3,1,1,1,2,5,5,5,5,4,4,5,5,5,5,4,4,3,1,5,5,4,4,1,4,4,5,4,2,4,4,4,2,1,2,3,5,2,1,4,4,5,5,5,5,5,5,5,4,5,5,137,35,27,25,32,18,13,5,20,18,18,19,23,20,15,6,42,21,44
1,3,2,2,4,1,2,1,5,8,3,,6,2,6,6,1,2,2,6,2,5,6,4,5,4,4,6,6,3,3,4,3,4,5,5,5,5,3,3,4,1,4,4,4,4,2,2,4,4,4,4,4,3,3,3,3,4,3,4,1,3,4,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,90,16,23,14,19,18,20,11,16,12,15,15,15,17,16,11,30,27,30
1,3,2,4,4,3,3,1,3,9,4,,6,3,5,6,3,6,4,6,6,7,7,6,6,6,3,5,6,3,5,6,4,6,4,4,3,3,2,2,4,4,3,3,4,4,4,4,4,3,4,4,4,4,3,1,4,4,5,2,1,4,4,5,4,3,4,4,4,3,3,4,4,4,3,1,3,4,4,4,4,4,4,4,5,4,4,4,115,26,26,17,30,16,14,12,14,15,16,19,22,20,15,9,41,24,37
1,3,2,3,5,3,5,1,4,9,5,5,5,5,6,5,4,3,5,5,5,6,5,5,5,6,5,5,5,3,6,5,3,6,4,4,4,4,2,2,2,4,4,3,4,5,5,4,4,2,4,4,4,4,3,3,4,3,4,2,2,4,4,4,4,4,4,4,4,4,3,4,3,4,3,2,3,4,4,4,3,4,4,5,5,4,4,3,108,27,21,21,23,16,16,10,16,15,16,19,20,18,16,14,39,30,36
1,3,2,2,5,3,2,1,5,6,5,10,5,3,6,5,5,5,4,5,5,6,5,5,5,6,4,5,5,3,5,5,4,6,4,4,4,4,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,2,2,4,4,4,4,3,4,4,4,3,2,4,4,4,3,2,3,4,4,4,5,4,4,4,5,4,5,3,107,27,21,18,25,16,16,9,16,16,16,19,20,20,15,12,39,27,38
1,3,2,1,4,1,2,1,3,3,5,5,6,2,7,7,7,7,7,6,6,7,6,6,7,6,6,5,6,3,6,6,6,6,4,3,4,2,1,2,1,2,4,4,3,4,3,4,4,2,4,4,4,4,2,3,4,4,4,1,1,5,4,4,5,4,4,4,4,2,3,4,4,4,4,1,3,4,4,5,5,4,5,5,5,5,5,5,131,31,25,24,33,18,13,6,15,13,16,20,20,20,14,12,40,26,44
1,3,2,3,5,1,2,1,5,10,1,,6,2,6,6,2,6,2,6,6,5,3,7,5,7,3,4,5,5,4,4,4,5,4,4,4,3,4,4,3,3,3,4,3,3,3,3,4,4,3,3,3,3,3,4,4,3,3,4,3,3,4,3,4,3,3,3,4,2,4,2,4,4,2,3,2,3,3,5,5,5,5,5,5,5,5,5,103,25,19,16,27,16,15,14,13,14,12,14,17,17,15,17,31,32,45
1,3,2,1,4,1,2,1,4,8,3,,6,2,6,5,3,5,3,5,5,6,6,4,5,3,3,5,6,3,3,5,3,3,4,4,4,4,2,3,3,2,3,4,3,4,3,2,3,2,4,4,4,4,3,2,2,4,4,3,2,3,3,3,3,3,2,4,3,3,2,3,3,2,4,2,3,4,3,4,3,4,4,4,5,4,5,4,95,16,24,14,25,16,16,10,14,10,16,13,15,18,16,11,28,27,37
1,3,2,3,4,4,2,1,5,9,3,,5,3,5,3,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,4,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,103,25,20,22,21,15,11,9,12,12,12,16,16,16,14,14,32,28,36
1,3,2,2,5,2,2,1,3,9,5,13,5,4,4,5,5,5,3,3,6,6,5,5,5,4,5,3,6,2,3,6,3,5,4,4,4,4,2,3,3,3,4,4,3,3,4,3,4,4,4,3,4,4,4,3,4,4,3,3,2,3,4,4,3,3,4,3,4,3,2,4,3,4,3,2,3,3,4,4,4,4,5,5,5,5,5,5,98,22,22,17,27,10,16,11,14,15,15,18,19,17,16,12,37,28,42
1,3,2,3,4,2,4,1,4,9,5,6,6,4,5,6,5,5,4,5,6,6,6,5,5,6,4,5,5,3,5,6,6,6,4,4,3,3,2,2,3,2,2,3,4,3,4,4,4,3,3,3,3,3,3,2,4,3,4,3,1,2,4,4,4,2,3,4,4,3,3,4,4,4,1,1,3,4,4,4,4,4,5,5,1,5,4,5,114,27,23,21,28,15,14,9,12,15,12,16,20,19,14,9,36,23,37
1,3,2,3,4,1,2,1,4,8,5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,6,6,4,6,5,5,4,6,5,3,4,4,3,3,4,3,4,3,3,2,4,3,3,4,3,3,2,3,3,3,2,3,2,3,3,1,3,3,3,2,3,3,2,3,3,1,4,3,2,2,1,2,2,3,3,4,3,4,3,3,3,4,3,109,26,21,26,22,14,14,14,12,13,11,15,14,12,13,8,29,21,30
1,3,2,3,5,1,2,1,5,7,5,6,5,5,5,5,5,6,6,5,5,5,5,5,6,5,5,5,5,5,5,5,3,5,4,4,3,3,2,2,2,2,3,3,3,2,2,2,4,3,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,2,3,4,4,4,3,4,5,4,5,4,4,4,111,25,20,24,27,15,14,8,11,11,16,19,20,20,18,15,39,33,37
1,4,2,3,2,1,6,1,3,10,1,,5,3,6,5,5,6,5,4,6,6,6,3,5,6,3,6,7,3,5,7,5,6,4,3,2,2,2,2,2,4,4,3,4,3,5,4,4,4,4,3,4,4,3,2,2,4,3,4,1,2,4,4,4,2,3,4,4,3,3,4,4,3,2,1,3,4,3,4,4,4,4,4,5,4,5,3,113,25,24,19,29,16,11,10,14,17,15,14,17,20,16,9,31,25,37
1,4,2,2,4,3,2,1,3,9,2,,5,4,5,5,5,4,5,5,6,6,6,6,5,7,5,5,5,5,4,6,5,6,4,4,3,3,2,2,3,3,4,4,4,4,3,4,4,4,4,3,4,4,2,3,3,3,4,2,2,3,3,3,3,3,3,3,4,2,3,4,3,3,2,1,2,2,3,4,5,4,5,4,5,4,5,4,115,28,22,24,26,15,14,10,16,15,15,15,17,14,11,12,32,23,40
1,4,2,2,4,4,8,1,3,10,3,,5,3,4,3,5,3,3,4,3,6,7,5,4,5,5,5,7,3,4,4,3,5,4,4,3,3,2,3,4,4,3,3,2,2,3,3,3,5,5,3,4,5,4,2,5,4,4,4,1,3,3,3,4,4,3,3,4,3,4,3,2,3,3,1,3,5,3,4,4,3,3,3,4,4,4,3,96,24,25,17,17,13,14,13,10,14,17,17,17,17,18,12,34,30,32
1,4,2,3,4,4,5,1,4,8,1,,3,2,4,6,2,5,3,5,5,6,6,4,4,3,3,5,5,2,4,6,2,4,5,5,4,2,3,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,3,3,4,4,3,3,4,3,3,3,4,4,4,3,3,4,4,4,3,2,2,3,4,4,4,4,3,5,4,5,4,5,4,89,17,20,12,26,14,16,15,16,13,16,18,17,19,15,16,35,31,38
1,4,2,3,4,2,7,1,3,10,1,,5,4,5,5,5,5,5,5,6,6,5,6,6,6,5,6,6,4,6,6,6,6,3,2,2,3,3,4,1,3,2,2,2,3,4,2,4,2,5,4,5,5,3,2,3,3,2,4,2,3,3,4,3,3,3,3,3,4,3,3,4,3,2,2,3,3,2,4,4,2,4,4,4,4,4,4,119,29,22,24,28,16,10,11,9,12,19,15,14,16,16,12,29,28,34
1,4,2,2,4,1,2,1,5,10,1,,5,1,6,6,5,4,3,6,6,3,3,5,3,2,2,6,4,4,3,5,3,4,2,2,2,3,4,2,2,2,3,3,2,4,3,2,4,3,4,2,3,4,3,2,4,4,4,2,1,4,4,4,4,4,4,4,3,3,3,3,3,2,4,3,3,3,3,2,3,2,3,2,2,2,3,1,89,19,15,13,24,18,9,10,12,12,13,18,16,18,16,13,34,29,20
1,4,2,1,4,1,2,1,4,9,5,8,6,3,6,4,7,5,6,5,6,6,6,6,5,6,6,2,5,4,6,6,7,6,5,3,3,4,3,4,4,3,4,3,3,4,4,4,4,4,4,4,3,4,2,2,3,3,3,2,2,3,3,3,3,4,3,3,3,2,3,3,3,4,4,1,2,3,3,4,3,4,4,4,4,5,5,4,119,31,23,26,26,13,15,14,14,16,15,14,16,15,13,12,30,25,37
1,4,2,3,4,4,2,1,4,10,3,,6,3,4,5,2,4,2,5,5,6,6,3,3,4,3,4,6,3,2,5,2,3,5,4,3,3,3,3,1,4,4,3,3,4,4,2,5,3,5,4,5,5,4,3,4,3,4,4,2,4,3,3,3,4,4,3,4,4,3,3,3,3,3,2,3,3,3,3,5,3,4,3,3,3,4,2,86,14,24,13,22,13,15,11,14,14,19,18,17,15,18,14,35,32,30
1,4,2,1,2,3,5,1,3,9,3,,6,4,6,5,2,5,5,6,6,6,6,4,5,4,4,4,5,4,4,5,4,4,4,4,4,3,3,3,2,2,3,3,3,4,4,3,4,5,5,4,5,5,4,3,4,3,3,4,3,3,4,4,3,3,3,3,4,3,3,3,4,3,3,2,2,3,3,4,4,4,4,4,4,4,4,4,104,18,23,21,26,16,15,10,13,16,19,15,17,17,17,14,32,31,36
1,4,2,3,4,4,6,1,3,10,3,,4,6,6,6,5,5,6,5,6,6,6,6,6,6,6,6,6,6,5,6,7,5,4,3,4,3,4,3,1,2,3,3,2,5,5,3,4,4,4,4,4,4,3,3,4,4,4,3,2,4,4,4,4,3,3,4,4,4,2,2,4,4,4,2,2,4,3,4,5,4,5,4,5,5,5,5,126,27,22,31,29,17,14,10,13,16,16,15,19,20,18,12,34,30,42
1,4,2,3,4,2,2,1,4,10,5,8,7,3,6,6,5,5,5,5,6,6,6,6,6,6,2,6,6,2,6,6,2,6,5,4,3,4,2,2,3,3,4,4,3,3,4,3,4,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,4,3,4,4,4,2,3,3,4,5,3,3,3,4,5,4,4,4,5,5,5,5,5,5,114,29,25,14,29,17,16,10,14,15,15,18,22,20,15,16,40,31,42
1,4,2,2,4,2,2,1,3,10,2,,6,3,3,3,4,7,3,4,4,6,5,4,6,4,4,6,5,3,3,6,4,4,3,3,3,2,3,3,4,4,3,2,2,3,4,4,3,3,4,2,4,4,4,3,3,4,3,2,3,3,4,3,3,2,3,4,3,3,2,3,4,3,3,4,3,4,3,4,4,4,4,3,4,4,4,4,97,19,22,17,26,13,11,14,10,14,14,15,15,20,15,14,30,29,35
1,4,2,3,4,1,2,1,4,10,1,,5,2,5,4,2,3,2,5,5,6,5,6,4,5,4,5,6,3,3,4,3,5,2,3,2,2,3,2,4,3,3,3,4,4,4,3,3,3,5,2,4,4,4,2,3,3,3,4,2,4,4,3,4,3,4,4,3,5,2,3,4,3,4,1,3,4,3,3,3,2,2,3,2,2,3,1,92,21,22,14,20,15,9,12,14,13,15,17,15,19,21,10,32,31,21
1,4,2,3,4,4,6,1,5,9,2,,6,3,5,5,3,3,4,5,5,5,5,5,5,6,3,5,6,3,5,4,4,5,3,4,2,2,4,4,3,4,4,3,4,4,5,4,4,3,4,4,4,4,4,3,4,3,3,2,2,4,4,4,4,3,3,4,4,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,5,100,24,22,17,22,15,11,15,15,16,16,18,19,19,16,14,37,30,37
1,4,2,4,4,1,3,1,2,9,5,27,2,6,6,6,6,6,6,5,6,6,6,6,6,6,6,4,6,3,5,6,5,5,3,2,2,3,2,2,4,4,4,4,3,2,5,5,4,5,5,2,3,4,2,1,3,4,4,3,2,3,4,4,4,2,4,4,4,2,2,3,4,2,1,1,2,4,2,4,4,4,5,4,5,4,5,4,119,28,20,26,30,15,10,12,13,19,14,15,16,20,12,8,31,20,39
